url,state,climdiv,CT,MA,ME,NH,NY,RI,VT,fips_code,name,startofoperation_x,endofoperation_x,Julianstartofoperation,Julianendofoperation,latitude,longitude,elev,sids1,location,startofoperation_y,Syear,SjulDate,endofoperation_y,Eyear,EjulDate,yearALL,julALL,long
38004,NH,,,,,45.49,,,,33009,LITTLETON,1890-10-01,1935-11-30,1890274,1935334,44.33333,-71.75,,274804 2,yes,1890-10-01,1890,11,1935-11-30,1935,60,45,49,45.49
38005,NH,,,,,29.112,,,,33015,NEWTON,1889-04-01,1918-11-30,1889091,1918334,42.88333,-71.03333,400,275880 2,yes,1889-04-01,1889,8,1918-11-30,1918,120,29,112,29.112
38007,NH,,,,,14.197,,,,33003,NORTH CONWAY (1),1887-09-10,1901-01-31,1887253,1901031,44.03333,-71.15,575,275997 2,yes,1887-09-10,1887,11,1901-01-31,1901,208,14,197,14.197
38010,NH,,,,,0.333,,,,33009,OXFORD,1900-02-01,1900-02-28,1900032,1900059,43.86667,-72.11667,,276585 2,yes,1900-02-01,1900,1,1900-02-28,1900,334,0,333,0.333
38012,NH,,,,,0.18,,,,33007,PITTSBURG,1922-08-01,1922-08-31,1922213,1922243,45.2,-71.21667,1920,276850 2,yes,1922-08-01,1922,32,1922-08-31,1922,212,0,180,0.18
38014,NH,,,,,1.302,,,,33009,QUINCY,1886-05-01,1887-09-30,1886121,1887273,43.76667,-71.98333,,277060 2,yes,1886-05-01,1886,1,1887-09-30,1887,303,1,302,1.302
38016,NH,,,,,11.206,,,,33001,SANBORNTON,1892-07-01,1903-09-30,1892183,1903273,43.5,-71.68333,830,277850 2,yes,1892-07-01,1892,6,1903-09-30,1903,212,11,206,11.206
38018,NH,,,,,19.281,,,,33007,STRATFORD,1886-06-09,1905-12-31,1886160,1905365,44.66667,-71.58333,950,278440 2,yes,1886-06-09,1886,1,1905-12-31,1905,282,19,281,19.281
38022,NH,,,,,2.21,,,,33007,TWIN MOUNTAIN,1930-12-05,1932-02-29,1930339,1932060,44.28333,-71.53333,1500,278785 2,yes,1930-12-05,1930,1,1932-02-29,1932,211,2,210,2.21
38023,NH,,,,,1.271,,,,33013,WARNER,1885-07-01,1886-02-28,1885182,1886059,43.25,-71.83333,490,278875 2,yes,1885-07-01,1885,24,1886-02-28,1886,295,1,271,1.271
38025,NH,,,,,12.4,,,,33007,WEST MILAN (1),1886-08-01,1898-02-28,1886213,1898059,44.5,-71.25,1016,279307 2,yes,1886-08-01,1886,9,1898-02-28,1898,49,12,40,12.4
40368,NH,,,,,7.204,,,,33011,HILLSBORO,1936-04-08,1943-07-27,1936099,1943208,43.15,-71.91667,812,274059 2,yes,1936-04-08,1936,3,1943-07-27,1943,207,7,204,7.204
40793,NH,NH01,,,,4.332,,,,33009,BATH 3,2010-03-19,2014-07-31,2010078,2014212,44.15111,-71.96806,650,270493 2,yes,2010-03-19,2010,2,2014-07-31,2014,334,4,332,4.332
88,NY,NY10,,,,,69.36,,,36051,DANSVILLE MUNI AP,1945-11-01,2014-07-30,1945305,2014211,42.57083,-77.71333,649,94704 1,yes,1945-11-01,1945,279,2014-07-30,2014,243,69,36,69.36
449,NY,NY04,,,,,84.207,,,36103,BRIDGEHAMPTON,1930-08-01,2014-07-31,1930213,2014212,40.94611,-72.30694,60,300889 2,yes,1930-08-01,1930,5,2014-07-31,2014,212,84,207,84.207
18291,NY,,,,,,2.239,,,,NEW YORK SHOALS AFS,1958-10-01,1960-11-15,1958274,1960320,39.8,-72.66667,85,93732 1,yes,1958-10-01,1958,4,1960-11-15,1960,243,2,239,2.239
18296,NY,,,,,,25.328,,,36047,NEW YORK FLOYD BENNETT FLD,1945-04-01,1970-10-26,1945091,1970299,40.58333,-73.88333,16,14786 1,yes,1945-04-01,1945,6,1970-10-26,1970,334,25,328,25.328
18306,NY,NY04,,,,,54.19,,,36047,NEW YORK BROOKLYN AVE V,1953-11-01,2007-04-30,1953305,2007120,40.59389,-73.98083,20,305796 2,yes,1953-11-01,1953,316,2007-04-30,2007,297,54,19,54.19
18307,NY,NY04,,,,,3.133,,,36047,NEW YORK BENSONHURST,1950-01-02,1953-10-31,1950002,1953304,40.6,-73.96667,20,305798 2,yes,1950-01-02,1950,1,1953-10-31,1953,134,3,133,3.133
18308,NY,NY04,,,,,41.332,,,36085,NEW YORK WESTERLEIGH,1951-04-01,1992-08-31,1951091,1992244,40.63333,-74.11667,80,305821 2,yes,1951-04-01,1951,2,1992-08-31,1992,334,41,332,41.332
18309,NY,NY04,,,,,35.177,,,36059,WANTAGH CEDAR CREEK,1976-01-01,2011-12-31,1976001,2011365,40.655,-73.50528,10,308946 2,yes,1976-01-01,1976,4,2011-12-31,2011,181,35,177,35.177
18311,NY,NY04,,,,,25.173,,,36059,HEMPSTEAD MALVERNE,1941-01-01,1966-05-31,1941001,1966151,40.68333,-73.66667,39,303786 2,yes,1941-01-01,1941,8,1966-05-31,1966,181,25,173,25.173
18314,NY,NY04,,,,,41.95,,,36103,BABYLON,1918-03-01,1959-08-31,1918060,1959243,40.71667,-73.36667,49,300351 2,yes,1918-03-01,1918,276,1959-08-31,1959,181,41,95,41.95
18319,NY,NY04,,,,,10.297,,,36059,WESTBURY,1980-01-01,1990-06-30,1980001,1990181,40.73333,-73.6,90,309117 2,yes,1980-01-01,1980,8,1990-06-30,1990,305,10,297,10.297
18320,NY,NY04,,,,,12.196,,,36059,HEMPSTEAD MITCHELL AFB,1949-01-01,1961-03-14,1949001,1961073,40.73333,-73.6,98,14708 1,yes,1949-01-01,1949,1,1961-03-14,1961,197,12,196,12.196
18321,NY,NY04,,,,,24.54,,,36059,HEMPSTEAD GARDEN CIT,1948-08-01,1972-04-30,1948214,1972121,40.71667,-73.63333,79,303781 2,yes,1948-08-01,1948,157,1972-04-30,1972,211,24,54,24.54
18323,NY,NY04,,,,,73.24,,,36059,MINEOLA,1938-01-01,2011-12-31,1938001,2011365,40.73278,-73.61833,96,305377 2,yes,1938-01-01,1938,3,2011-12-31,2011,243,73,240,73.24
18324,NY,NY04,,,,,33.85,,,36081,NEW YORK LAUREL HILL,1950-07-01,1983-12-31,1950182,1983365,40.73333,-73.93333,10,305804 2,yes,1950-07-01,1950,5,1983-12-31,1983,90,33,85,33.85
18325,NY,NY04,,,,,89.81,,,36061,NEW YORK WB CITY,1871-07-01,1960-12-31,1871182,1960366,40.7,-74.01667,10,94706 1,yes,1871-07-01,1871,38,1960-12-31,1960,119,89,81,89.81
18330,NY,,,,,,15.196,,,36103,FARMINGDALE AP,1999-08-03,2014-07-30,1999215,2014211,40.73417,-73.41694,81,54787 1,yes,1999-08-03,1999,15,2014-07-30,2014,211,15,196,15.196
18335,NY,NY04,,,,,60.167,,,36103,PATCHOGUE 2 N,1937-05-09,1997-10-31,1937129,1997304,40.79667,-73.00139,55,306441 2,yes,1937-05-09,1937,1,1997-10-31,1997,168,60,167,60.167
18336,NY,NY04,,,,,30.22,,,36103,ISLIP LI MACARTHUR AP,1984-01-01,2014-07-30,1984001,2014211,40.79389,-73.10167,84,04781 1,yes,1984-01-01,1984,3,2014-07-30,2014,223,30,220,30.22
18338,NY,NY04,,,,,7.304,,,36103,BRENTWOOD,1893-01-01,1900-05-31,1893001,1900151,40.78333,-73.25,102,300862 2,yes,1893-01-01,1893,12,1900-05-31,1900,316,7,304,7.304
18340,NY,NY04,,,,,40.205,,,36103,FARMINGDALE 2 NE,1916-12-06,1956-11-30,1916341,1956335,40.75,-73.43333,79,302760 2,yes,1916-12-06,1916,6,1956-11-30,1956,211,40,205,40.205
18343,NY,NY04,,,,,74.299,,,36081,NEW YORK LAGUARDIA AP,1940-07-01,2014-07-30,1940183,2014211,40.77944,-73.88028,11,14732 1,yes,1940-07-01,1940,5,2014-07-30,2014,304,74,299,74.299
18345,NY,NY04,,,,,138.57,,,36061,NEW YORK CNTRL PK TWR,1876-01-01,2014-07-30,1876001,2014211,40.77889,-73.96917,130,94728 1,yes,1876-01-01,1876,2,2014-07-30,2014,59,138,57,138.57
18351,NY,NY04,,,,,0.89,,,36103,HOLBROOK,1974-07-01,1974-07-31,1974182,1974212,40.83333,-73.08333,79,303919 2,yes,1974-07-01,1974,1,1974-07-31,1974,90,0,89,0.89
18356,NY,NY04,,,,,69.8,,,36005,FT SCHUYLER,1890-03-01,1959-08-31,1890060,1959243,40.8,-73.8,59,302964 2,yes,1890-03-01,1890,10,1959-08-31,1959,90,69,80,69.8
18359,NY,,,,,,63.203,,,36103,WESTHAMPTN GABRESKI AP,1951-05-01,2014-07-27,1951121,2014208,40.84361,-72.63222,67,14719 1,yes,1951-05-01,1951,9,2014-07-27,2014,212,63,203,63.203
18362,NY,NY04,,,,,3.364,,,36005,NEW YORK BOTANICAL GARDEN,1973-10-01,1976-12-31,1973274,1976366,40.86667,-73.88333,89,305799 2,yes,1973-10-01,1973,1,1976-12-31,1976,365,3,364,3.364
18363,NY,NY04,,,,,0.204,,,36005,NEW YORK UNIV ST,1939-06-01,1939-11-29,1939152,1939333,40.85,-73.91667,180,14709 1,yes,1939-06-01,1939,7,1939-11-29,1939,211,0,204,0.204
18367,NY,NY04,,,,,12.171,,,36103,VANDERBILT MUSEUM,1977-06-01,1989-09-30,1977152,1989273,40.9,-73.36667,110,308773 2,yes,1977-06-01,1977,164,1989-09-30,1989,335,12,171,12.171
18368,NY,NY04,,,,,11.21,,,36103,NORTHPORT,1942-01-01,1953-09-29,1942001,1953272,40.9,-73.35,20,306019 2,yes,1942-01-01,1942,1,1953-09-29,1953,211,11,210,11.21
18375,NY,NY04,,,,,127.205,,,36103,SETAUKET STRONG,1885-08-01,2012-10-28,1885213,2012302,40.95861,-73.10472,40,307633 2,yes,1885-08-01,1885,6,2012-10-28,2012,211,127,205,127.205
18378,NY,NY04,,,,,87.201,,,36119,SCARSDALE,1904-01-01,1991-09-30,1904001,1991273,40.98333,-73.8,199,307497 2,yes,1904-01-01,1904,11,1991-09-30,1991,212,87,201,87.201
18380,NY,NY04,,,,,76.326,,,36103,RIVERHEAD RSCH FARM,1938-03-01,2014-05-31,1938060,2014151,40.96194,-72.71583,100,307134 2,yes,1938-03-01,1938,9,2014-05-31,2014,335,76,326,76.326
18382,NY,NY04,,,,,39.201,,,36103,CUTCHOGUE,1899-01-01,1938-12-31,1899001,1938365,41.01667,-72.5,39,301949 2,yes,1899-01-01,1899,11,1938-12-31,1938,212,39,201,39.201
18385,NY,NY04,,,,,67.195,,,36119,DOBBS FERRY ARDSLEY,1945-10-01,2012-06-30,1945274,2012182,41.00722,-73.83444,200,302129 2,yes,1945-10-01,1945,5,2012-06-30,2012,200,67,195,67.195
18387,NY,NY04,,,,,6.329,,,36103,MONTAUK,1973-05-01,1979-07-31,1973121,1979212,41.05,-71.95,10,305441 2,yes,1973-05-01,1973,5,1979-07-31,1979,334,6,329,6.329
18393,NY,NY04,,,,,56.92,,,36103,GREENPORT PWR HOUS,1958-06-04,2014-07-31,1958155,2014212,41.10194,-72.37306,16,303464 2,yes,1958-06-04,1958,335,2014-07-31,2014,243,56,92,56.92
18394,NY,NY05,,,,,0.195,,,36119,PLEASANTVILLE,1969-08-01,1969-08-30,1969213,1969242,41.13139,-73.77583,320,306674 2,yes,1969-08-01,1969,16,1969-08-30,1969,211,0,195,0.195
18396,NY,NY05,,,,,15.3,,,36087,SUFFERN,1940-06-25,1955-08-31,1940177,1955243,41.11667,-74.11667,502,308321 2,yes,1940-06-25,1940,1,1955-08-31,1955,31,15,30,15.3
18397,NY,NY05,,,,,43.107,,,36087,SUFFERN,1956-05-01,1999-02-28,1956122,1999059,41.11278,-74.15722,270,308322 2,yes,1956-05-01,1956,288,1999-02-28,1999,181,43,107,43.107
18400,NY,NY05,,,,,20.303,,,36119,MARYKNOLL,1958-12-15,1978-01-31,1958349,1978031,41.18333,-73.83333,581,305110 2,yes,1958-12-15,1958,1,1978-01-31,1978,304,20,303,20.303
18401,NY,NY05,,,,,19.263,,,36119,OSSINING SING SING,1940-10-01,1959-08-31,1940275,1959243,41.15,-73.86667,30,306301 2,yes,1940-10-01,1940,10,1959-08-31,1959,273,19,263,19.263
18404,NY,NY05,,,,,78.166,,,36119,BEDFORD HILLS,1899-07-01,1977-04-30,1899182,1977120,41.23333,-73.71667,430,300511 2,yes,1899-07-01,1899,43,1977-04-30,1977,209,78,166,78.166
18409,NY,NY05,,,,,8.109,,,36119,YORKTOWN HEIGHTS,1942-01-01,1950-01-31,1942001,1950031,41.26667,-73.76667,420,309660 2,yes,1942-01-01,1942,11,1950-01-31,1950,120,8,109,8.109
18411,NY,NY05,,,,,49.261,,,36119,YORKTOWN HEIGHTS 1 W,1965-04-01,2014-06-30,1965091,2014181,41.26639,-73.7975,670,309670 2,yes,1965-04-01,1965,12,2014-06-30,2014,273,49,261,49.261
18415,NY,NY05,,,,,21.205,,,36119,SHRUB OAK,1950-02-01,1971-11-30,1950032,1971334,41.33333,-73.83333,420,307742 2,yes,1950-02-01,1950,6,1971-11-30,1971,211,21,205,21.205
18417,NY,NY05,,,,,5.148,,,36071,BEAR MTN WB,1948-01-01,1953-05-14,1948001,1953134,41.31667,-74,1302,14797 1,yes,1948-01-01,1948,4,1953-05-14,1953,152,5,148,5.148
18420,NY,NY05,,,,,123.204,,,36071,WEST POINT,1890-03-01,2013-12-31,1890060,2013365,41.39056,-73.96083,320,309292 2,yes,1890-03-01,1890,7,2013-12-31,2013,211,123,204,123.204
18422,NY,NY02,,,,,121.344,,,36071,PORT JERVIS,1893-01-01,2014-07-31,1893001,2014212,41.38,-74.68472,470,306774 2,yes,1893-01-01,1893,3,2014-07-31,2014,347,121,344,121.344
18427,NY,NY05,,,,,107.77,,,36079,CARMEL,1888-01-01,1995-10-31,1888001,1995304,41.43333,-73.68333,530,301207 2,yes,1888-01-01,1888,288,1995-10-31,1995,365,107,77,107.77
18430,NY,NY05,,,,,0.206,,,36071,MIDDLETOWN 2,1978-11-01,1978-11-30,1978305,1978334,41.43333,-74.41667,502,305312 2,yes,1978-11-01,1978,6,1978-11-30,1978,212,0,206,0.206
18432,NY,NY05,,,,,118.96,,,36071,MIDDLETOWN 2 NW,1893-01-01,2011-11-30,1893001,2011334,41.46028,-74.44889,700,305310 2,yes,1893-01-01,1893,209,2011-11-30,2011,305,118,96,118.96
18435,NY,NY05,,,,,64.198,,,36027,GLENHAM,1932-02-01,1996-08-31,1932032,1996244,41.51667,-73.93333,275,303259 2,yes,1932-02-01,1932,9,1996-08-31,1996,207,64,198,64.198
18436,NY,NY05,,,,,20.18,,,36071,STEWART FLD,1949-01-01,1969-11-30,1949001,1969334,41.5,-74.1,581,14714 1,yes,1949-01-01,1949,32,1969-11-30,1969,212,20,180,20.18
18437,NY,,,,,,16.111,,,36071,MONTGOMERY ORANGE AP,1998-01-01,2014-07-30,1998001,2014211,41.50917,-74.265,365,04789 1,yes,1998-01-01,1998,7,2014-07-30,2014,118,16,111,16.111
18440,NY,NY05,,,,,37.257,,,36071,WALDEN 2 NE,1922-07-01,1959-06-27,1922182,1959178,41.56667,-74.16667,400,308902 2,yes,1922-07-01,1922,296,1959-06-27,1959,39,37,257,37.257
18441,NY,NY05,,,,,41.265,,,36071,WALDEN 1 ESE,1973-05-01,2014-03-31,1973121,2014090,41.55139,-74.16278,380,308906 2,yes,1973-05-01,1973,8,2014-03-31,2014,273,41,265,41.265
18442,NY,NY02,,,,,37.71,,,36105,ROCK HILL 3 SW,1977-01-03,2014-07-31,1977003,2014212,41.59167,-74.61417,1270,307205 2,yes,1977-01-03,1977,291,2014-07-31,2014,362,37,71,37.71
18444,NY,NY05,,,,,7.21,,,36027,NEW HACKENSACK,1941-03-01,1948-10-31,1941060,1948305,41.63333,-73.88333,151,305728 2,yes,1941-03-01,1941,1,1948-10-31,1948,211,7,210,7.21
18446,NY,NY05,,,,,57.14,,,36027,WAPPINGERS FALLS,1893-03-01,1950-11-27,1893060,1950331,41.65,-73.86667,114,308949 2,yes,1893-03-01,1893,17,1950-11-27,1950,31,57,14,57.14
18447,NY,NY05,,,,,78.36,,,36027,POUGHKEEPSIE,1893-01-01,1971-03-31,1893001,1971090,41.68333,-73.93333,102,306817 2,yes,1893-01-01,1893,247,1971-03-31,1971,211,78,36,78.36
18448,NY,NY05,,,,,1.174,,,36111,GARDINER 1 W,2000-01-04,2001-06-01,2000004,2001152,41.68333,-74.15,320,303138 2,yes,2000-01-04,2000,7,2001-06-01,2001,181,1,174,1.174
18449,NY,NY05,,,,,11.173,,,36111,NEW PALTZ 4 SW,1972-02-01,1983-03-31,1972032,1983090,41.68333,-74.13333,420,305759 2,yes,1972-02-01,1972,8,1983-03-31,1983,181,11,173,11.173
18450,NY,NY05,,,,,2.272,,,36027,POUGHKEEPSIE PENDELL,1965-04-15,1967-12-29,1965105,1967363,41.71667,-73.91667,220,306827 2,yes,1965-04-15,1965,1,1967-12-29,1967,273,2,272,2.272
18453,NY,NY02,,,,,60.5,,,36111,ELLENVILLE,1949-11-01,2009-08-18,1949305,2009230,41.71667,-74.4,350,302582 2,yes,1949-11-01,1949,10,2009-08-18,2009,60,60,50,60.5
18455,NY,NY05,,,,,118.119,,,36111,MOHONK LAKE,1896-01-01,2014-07-29,1896001,2014210,41.76806,-74.155,1245,305426 2,yes,1896-01-01,1896,1,2014-07-29,2014,120,118,119,118.119
18456,NY,NY02,,,,,13.205,,,36111,HONK FALLS,1927-01-01,1940-05-31,1927001,1940152,41.75,-74.38333,430,303953 2,yes,1927-01-01,1927,7,1940-05-31,1940,212,13,205,13.205
18459,NY,NY02,,,,,17.26,,,36105,CALLICOON,1949-04-01,1966-11-30,1949091,1966334,41.76667,-75.05,801,301101 2,yes,1949-04-01,1949,324,1966-11-30,1966,350,17,26,17.26
18462,NY,NY05,,,,,13.3,,,36111,HIGH FALLS,1927-01-01,1940-05-31,1927001,1940152,41.83333,-74.13333,141,303839 2,yes,1927-01-01,1927,1,1940-05-31,1940,31,13,30,13.3
18465,NY,NY02,,,,,116.31,,,36105,LIBERTY 1 NE,1898-02-01,2014-06-30,1898032,2014181,41.80167,-74.74,1580,304731 2,yes,1898-02-01,1898,,2014-06-30,2014,31,116,31,116.31
18467,NY,NY05,,,,,73.233,,,36027,MILLBROOK,1941-11-20,2014-07-31,1941324,2014212,41.85528,-73.67,820,305334 2,yes,1941-11-20,1941,10,2014-07-31,2014,243,73,233,73.233
18468,NY,NY05,,,,,32.113,,,36111,RIFTON 1 N,1924-10-01,1956-07-31,1924275,1956213,41.85,-74.05,39,307115 2,yes,1924-10-01,1924,7,1956-07-31,1956,120,32,113,32.113
18469,NY,NY05,,,,,14.203,,,36111,ROSENDALE 2 E,2000-01-01,2014-07-30,2000001,2014211,41.85,-74.05,40,307274 2,yes,2000-01-01,2000,7,2014-07-30,2014,210,14,203,14.203
18483,NY,NY05,,,,,12.211,,,36027,MILLERTON,1941-02-01,1953-09-30,1941032,1953273,41.95,-73.51667,732,305346 2,yes,1941-02-01,1941,1,1953-09-30,1953,212,12,211,12.211
18484,NY,NY02,,,,,13.154,,,36111,SHOKAN BROWN STN,1967-09-30,1980-08-31,1967273,1980244,41.95,-74.2,510,300985 2,yes,1967-09-30,1967,10,1980-08-31,1980,164,13,154,13.154
18486,NY,NY02,,,,,4.56,,,36111,FROST VALLEY,1964-04-01,1968-01-17,1964092,1968017,41.96667,-74.55,1841,303076 2,yes,1964-04-01,1964,3,1968-01-17,1968,59,4,56,4.56
18494,NY,NY02,,,,,51.18,,,36111,SLIDE MTN,1961-12-02,2012-10-29,1961336,2012303,42.01667,-74.41667,2650,307799 2,yes,1961-12-02,1961,1,2012-10-29,2012,181,51,180,51.18
18498,NY,NY01,,,,,14.21,,,36015,CHEMUNG,2000-01-01,2014-07-31,2000001,2014212,42.0025,-76.63833,822,301413 2,yes,2000-01-01,2000,1,2014-07-31,2014,211,14,210,14.21
18500,NY,NY01,,,,,121.22,,,36101,ADDISON,1893-02-01,2014-07-27,1893032,2014208,42.10139,-77.23444,999,300023 2,yes,1893-02-01,1893,163,2014-07-27,2014,185,121,22,121.22
18501,NY,NY01,,,,,9.172,,,36003,WHITESVILLE,2001-05-21,2010-02-14,2001141,2010045,42.03972,-77.765,1740,309425 2,yes,2001-05-21,2001,10,2010-02-14,2010,182,9,172,9.172
18502,NY,NY01,,,,,6.2,,,36009,PORTVILLE,1962-11-01,1968-09-30,1962305,1968274,42.03333,-78.33333,1430,306789 2,yes,1962-11-01,1962,11,1968-09-30,1968,211,6,200,6.2
18503,NY,NY01,,,,,11.54,,,36009,KNAPP CREEK,1937-05-01,1948-07-31,1937121,1948213,42,-78.51667,2372,94722 1,yes,1937-05-01,1937,157,1948-07-31,1948,211,11,54,11.54
18504,NY,NY02,,,,,0.268,,,36111,LAKE HILL,1899-04-01,1899-11-30,1899091,1899334,42.06667,-74.18333,1122,304533 2,yes,1899-04-01,1899,4,1899-11-30,1899,272,0,268,0.268
18505,NY,NY02,,,,,0.214,,,36111,PHOENICIA,2000-01-03,2000-12-26,2000003,2000361,42.08639,-74.31417,870,306567 2,yes,2000-01-03,2000,10,2000-12-26,2000,224,0,214,0.214
18508,NY,NY02,,,,,55.2,,,36025,DOWNSVILLE DAM,1959-05-01,2014-07-30,1959121,2014211,42.07694,-74.9825,1200,302169 2,yes,1959-05-01,1959,217,2014-07-30,2014,219,55,2,55.2
18509,NY,NY02,,,,,4.211,,,36025,DOWNSVILLE,1963-02-01,1967-01-31,1963032,1967031,42.08333,-75,1112,302164 2,yes,1963-02-01,1963,1,1967-01-31,1967,212,4,211,4.211
18511,NY,NY02,,,,,8.145,,,36007,VESTAL,1977-02-01,1985-07-31,1977032,1985212,42.05,-76.05,1490,308833 2,yes,1977-02-01,1977,11,1985-07-31,1985,156,8,145,8.145
18512,NY,NY02,,,,,3.119,,,36007,BINGHAMTON AP,1948-01-01,1951-05-24,1948001,1951144,42.08333,-76.1,833,14738 1,yes,1948-01-01,1948,1,1951-05-24,1951,120,3,119,3.119
18513,NY,NY02,,,,,5.54,,,36107,OWEGO 3 WSW,2009-01-03,2014-07-31,2009003,2014212,42.08111,-76.31778,810,306356 2,yes,2009-01-03,2009,5,2014-07-31,2014,59,5,54,5.54
18514,NY,NY01,,,,,120.355,,,36015,ELMIRA,1894-02-01,2014-07-31,1894032,2014212,42.09972,-76.83583,947,302610 2,yes,1894-02-01,1894,11,2014-07-31,2014,366,120,355,120.355
18517,NY,NY01,,,,,105.362,,,36003,BOLIVAR,1896-04-01,2001-03-19,1896092,2001078,42.1225,-78.20639,1790,300766 2,yes,1896-04-01,1896,1,2001-03-19,2001,363,105,362,105.362
18518,NY,NY01,,,,,87.184,,,36009,OLEAN,1927-02-03,2014-07-30,1927034,2014211,42.07361,-78.45167,1420,306196 2,yes,1927-02-03,1927,106,2014-07-30,2014,290,87,184,87.184
18522,NY,NY02,,,,,10.156,,,36025,ARKVILLE 2 W,1966-06-01,1976-12-31,1966152,1976366,42.13944,-74.65361,1310,300254 2,yes,1966-06-01,1966,247,1976-12-31,1976,91,10,156,10.156
18525,NY,NY02,,,,,7.24,,,36025,BEERSTON,1911-12-01,1918-09-30,1911335,1918273,42.11667,-75.11667,1552,300540 2,yes,1911-12-01,1911,7,1918-09-30,1918,31,7,24,7.24
18527,NY,NY02,,,,,75.66,,,36007,BINGHAMTON WB CITY,1893-01-01,1968-08-31,1893001,1968244,42.1,-75.91667,909,14798 1,yes,1893-01-01,1893,145,1968-08-31,1968,211,75,66,75.66
18528,NY,NY02,,,,,3.153,,,36007,BINGHAMTON SUSQ RVR,1971-11-01,1974-02-28,1971305,1974059,42.1,-75.9,854,300681 2,yes,1971-11-01,1971,184,1974-02-28,1974,31,3,153,3.153
18530,NY,NY02,,,,,9.211,,,36007,VESTAL 2,1968-12-01,1977-01-31,1968336,1977031,42.1,-76.05,799,308835 2,yes,1968-12-01,1968,1,1977-01-31,1977,212,9,211,9.211
18532,NY,NY01,,,,,22.204,,,36101,CORNING,1992-03-01,2014-07-31,1992061,2014212,42.13417,-77.06917,1147,301787 2,yes,1992-03-01,1992,7,2014-07-31,2014,211,22,204,22.204
18534,NY,NY01,,,,,34.201,,,36003,WELLSVILLE,1980-05-01,2014-07-31,1980122,2014212,42.11722,-77.9475,1510,309072 2,yes,1980-05-01,1980,10,2014-07-31,2014,211,34,201,34.201
18535,NY,NY01,,,,,0.204,,,36003,FRIENDSHIP 7 SW,2008-08-27,2008-10-21,2008240,2008295,42.13778,-78.23722,1640,303065 2,yes,2008-08-27,2008,7,2008-10-21,2008,211,0,204,0.204
18536,NY,NY01,,,,,90.29,,,36009,ALLEGANY SP,1924-09-01,2014-07-28,1924245,2014209,42.10028,-78.74972,1500,300093 2,yes,1924-09-01,1924,2,2014-07-28,2014,31,90,29,90.29
18538,NY,NY09,,,,,54.204,,,36013,JAMESTOWN 4 ENE,1960-09-09,2014-07-31,1960253,2014212,42.11,-79.15917,1250,304207 2,yes,1960-09-09,1960,7,2014-07-31,2014,211,54,204,54.204
18539,NY,NY09,,,,,65.204,,,36013,JAMESTOWN,1895-11-03,1960-09-08,1895307,1960252,42.1,-79.25,1391,304206 2,yes,1895-11-03,1895,7,1960-09-08,1960,211,65,204,65.204
18545,NY,NY02,,,,,41.24,,,36025,WALTON,1956-08-01,1997-02-28,1956214,1997059,42.16667,-75.13333,1240,308936 2,yes,1956-08-01,1956,3,1997-02-28,1997,243,41,240,41.24
18549,NY,NY01,,,,,76.205,,,36015,ELMIRA CORNING RGNL AP,1938-07-01,2014-07-30,1938182,2014211,42.15944,-76.89194,955,14748 1,yes,1938-07-01,1938,7,2014-07-30,2014,212,76,205,76.205
18550,NY,NY01,,,,,16.116,,,36101,SOUTH CANISTEO,1893-01-02,1909-01-31,1893002,1909031,42.18333,-77.55,1562,307918 2,yes,1893-01-02,1893,249,1909-01-31,1909,365,16,116,16.116
18552,NY,NY01,,,,,26.268,,,36003,ANDOVER,1922-04-01,1948-07-31,1922091,1948213,42.15,-77.8,1670,300175 2,yes,1922-04-01,1922,5,1948-07-31,1948,273,26,268,26.268
18554,NY,NY01,,,,,4.266,,,36003,FRIENDSHIP,1893-01-12,1897-07-31,1893012,1897212,42.19083,-78.14583,1552,303070 2,yes,1893-01-12,1893,7,1897-07-31,1897,273,4,266,4.266
18556,NY,NY09,,,,,25.57,,,36013,SHERMAN,1979-12-01,2004-09-09,1979335,2004253,42.15722,-79.59361,1560,307713 2,yes,1979-12-01,1979,2,2004-09-09,2004,59,25,57,25.57
18558,NY,NY05,,,,,57.235,,,36021,HUDSON CORRECTIONAL,1957-06-01,2014-06-30,1957152,2014181,42.25,-73.8,60,304025 2,yes,1957-06-01,1957,8,2014-06-30,2014,243,57,235,57.235
18559,NY,NY05,,,,,81.268,,,36039,CATSKILL 1 N,1896-07-01,1977-10-31,1896183,1977304,42.23333,-73.86667,249,301260 2,yes,1896-07-01,1896,1,1977-10-31,1977,269,81,268,81.268
18561,NY,NY02,,,,,1.83,,,36039,TANNERSVILLE 2 E,1965-12-02,1966-11-30,1965336,1966334,42.2,-74.1,1923,308405 2,yes,1965-12-02,1965,295,1966-11-30,1966,212,1,83,1.83
18569,NY,NY02,,,,,56.93,,,36025,WALTON 5 NE,1900-06-01,1956-07-31,1900152,1956213,42.23333,-75.08333,1801,308935 2,yes,1900-06-01,1900,58,1956-07-31,1956,151,56,93,56.93
18571,NY,NY02,,,,,63.211,,,36007,BINGHAMTON GREATER AP,1951-05-25,2014-07-30,1951145,2014211,42.20667,-75.98,1595,04725 1,yes,1951-05-25,1951,1,2014-07-30,2014,212,63,211,63.211
18572,NY,NY02,,,,,16.232,,,36107,NEWARK VALLEY 1 N,1904-02-07,1920-01-31,1904038,1920031,42.24639,-76.17667,990,305682 2,yes,1904-02-07,1904,11,1920-01-31,1920,243,16,232,16.232
